Lake,Year,DOY,Chlorophyll,Phycocyanin,DissolvedOxygen_Saturation,pH,Temperature
Green Valley Lake,2015,195,6.82,0.49,86.64,8.39,25.23
Green Valley Lake,2015,196,10.12,1.71,110.49,8.44,24.59
Green Valley Lake,2015,197,1.85,0.26,125.88,8.31,24.39
Green Valley Lake,2015,198,2.31,0.56,111.55,8.39,25.12
Green Valley Lake,2015,198,19.08,4.58,102.43,8.34,23.77
Green Valley Lake,2015,199,15.06,2.29,118.58,8.75,26.46
Green Valley Lake,2015,199,52.0,17.68,140.88,8.87,24.61
Green Valley Lake,2015,200,18.24,2.19,111.31,8.66,26.1
Green Valley Lake,2015,200,5.52,0.64,129.86,8.38,24.76
Green Valley Lake,2015,201,5.61,0.98,118.89,8.4,25.38
Green Valley Lake,2015,201,0.98,0.24,127.71,8.52,25.49
Green Valley Lake,2015,201,3.16,0.63,79.57,8.36,26.04
Green Valley Lake,2015,202,3.08,0.17,86.72,8.42,24.28
Green Valley Lake,2015,202,19.19,4.84,104.76,8.77,25.54
Green Valley Lake,2015,202,4.58,0.34,129.6,8.2,25.8
Green Valley Lake,2015,203,37.37,7.96,111.25,8.74,25.7
Green Valley Lake,2015,203,4.15,0.98,112.25,8.7,25.21
Green Valley Lake,2015,206,8.04,0.95,133.76,8.22,22.67
Green Valley Lake,2015,206,2.04,0.17,134.28,8.49,24.82
Green Valley Lake,2015,206,5.06,1.17,129.87,8.33,23.13
Green Valley Lake,2015,208,7.97,0.74,142.24,8.05,26.34
Green Valley Lake,2015,208,4.17,0.96,118.02,8.31,26.43
Green Valley Lake,2015,209,3.41,0.21,140.07,8.44,25.93
Green Valley Lake,2015,210,42.07,8.65,112.9,8.64,26.75
Green Valley Lake,2015,211,10.44,3.08,106.49,8.43,27.99
Green Valley Lake,2015,211,3.34,0.46,127.16,8.44,27.1
Green Valley Lake,2015,212,3.47,0.6,87.49,8.3,25.83
Green Valley Lake,2015,212,15.08,3.78,121.95,8.38,24.8
Green Valley Lake,2015,212,7.26,1.41,110.66,8.18,24.17
Green Valley Lake,2015,213,1.86,0.25,151.45,8.43,23.92
Green Valley Lake,2015,213,39.33,7.46,145.19,8.64,26.39
Green Valley Lake,2015,213,19.74,2.33,129.17,8.49,25.31
Green Valley Lake,2015,213,17.98,4.7,136.75,8.54,25.28
Green Valley Lake,2015,213,52.0,16.57,140.91,8.87,26.47
Green Valley Lake,2015,214,5.08,0.79,98.74,8.16,26.02
Green Valley Lake,2015,215,14.09,4.22,136.67,8.41,25.02
Green Valley Lake,2015,216,2.74,0.4,131.48,8.24,25.12
Green Valley Lake,2015,216,31.67,5.58,105.68,8.53,24.55
Green Valley Lake,2015,216,11.41,1.9,101.68,8.35,26.48
Green Valley Lake,2015,217,0.98,0.13,103.3,8.31,26.13
Green Valley Lake,2015,217,16.62,3.61,121.32,8.63,25.14
Green Valley Lake,2015,218,12.04,1.31,118.5,8.68,26.51
Green Valley Lake,2015,218,5.24,1.16,110.01,8.38,26.24
Green Valley Lake,2015,218,6.2,0.5,125.51,8.6,26.17
Green Valley Lake,2015,219,6.16,1.25,130.78,8.48,25.13
Green Valley Lake,2015,219,14.38,4.61,107.47,8.73,26.7
Green Valley Lake,2015,219,2.68,0.45,102.4,8.33,26.3
Green Valley Lake,2015,221,17.31,2.0,139.52,8.76,26.27
Green Valley Lake,2015,221,38.0,8.74,133.3,8.51,28.0
Green Valley Lake,2015,223,1.17,0.25,99.31,8.4,26.52
Green Valley Lake,2015,223,10.85,1.13,87.95,8.57,25.99
Green Valley Lake,2015,223,2.51,0.4,118.99,8.15,26.2
Green Valley Lake,2015,224,4.53,1.08,123.0,8.46,27.82
Green Valley Lake,2015,224,2.91,0.22,102.01,8.41,24.72
Green Valley Lake,2015,225,3.13,0.78,105.4,8.32,25.62
Green Valley Lake,2015,225,3.07,0.54,75.39,8.49,26.67
Green Valley Lake,2015,226,12.48,4.24,130.93,8.53,27.11
Green Valley Lake,2015,226,4.86,1.03,109.25,8.31,26.69
Green Valley Lake,2015,227,7.84,1.33,117.61,8.53,27.3
Green Valley Lake,2015,227,15.96,1.84,117.24,8.33,25.74
Green Valley Lake,2015,229,20.99,3.79,126.56,8.52,26.31
Green Valley Lake,2015,229,5.81,1.07,86.71,8.51,25.77
Green Valley Lake,2015,233,14.35,4.11,113.83,8.21,28.0
Green Valley Lake,2015,234,17.82,4.04,111.9,8.68,26.29
Green Valley Lake,2015,236,2.27,0.43,114.89,8.22,24.85
Green Valley Lake,2015,237,7.85,1.95,129.14,8.25,28.0
Green Valley Lake,2015,240,5.31,1.13,98.56,8.33,27.36
Green Valley Lake,2015,240,23.13,4.08,109.37,8.49,25.92
Green Valley Lake,2015,241,4.46,0.52,91.78,8.26,28.0
Green Valley Lake,2015,241,6.75,0.99,113.94,8.58,25.59
Green Valley Lake,2015,241,5.88,0.89,105.65,8.64,28.0
Green Valley Lake,2015,241,37.75,4.83,121.67,8.73,26.82
Green Valley Lake,2015,242,52.0,14.05,150.3,8.84,25.2
Green Valley Lake,2015,242,15.81,2.99,102.91,8.66,27.7
Green Valley Lake,2015,242,5.81,0.37,130.3,8.26,27.73
Green Valley Lake,2015,243,23.43,5.46,119.21,8.57,27.73
Green Valley Lake,2015,243,13.98,2.73,96.51,8.67,28.0
Green Valley Lake,2015,243,18.2,4.15,113.32,8.45,27.33
Green Valley Lake,2015,244,23.59,6.82,96.97,8.66,25.0
Green Valley Lake,2015,244,7.48,0.48,104.8,8.54,26.8
Green Valley Lake,2015,244,3.46,0.85,118.22,8.32,27.41
Green Valley Lake,2015,244,6.81,1.21,97.15,8.21,27.96
Green Valley Lake,2015,245,0.98,0.11,121.68,8.36,27.14
Green Valley Lake,2015,245,9.88,2.17,106.66,8.34,27.58
Green Valley Lake,2015,245,3.47,0.62,119.24,8.34,27.11
Green Valley Lake,2015,246,2.45,0.3,95.67,8.45,26.58
Green Valley Lake,2015,247,7.93,0.96,77.72,8.42,28.0
Green Valley Lake,2015,247,23.97,7.52,135.81,8.49,26.48
Green Valley Lake,2015,247,12.05,3.91,79.81,8.31,26.13
Green Valley Lake,2015,247,12.97,2.06,135.0,8.35,27.86
Green Valley Lake,2015,248,2.72,0.35,98.49,8.57,28.0
Green Valley Lake,2015,248,3.75,0.37,119.14,8.65,27.29
Green Valley Lake,2015,250,10.41,2.97,105.27,8.59,26.76
Green Valley Lake,2015,250,37.08,4.41,147.77,8.79,26.21
Green Valley Lake,2015,250,16.13,4.18,113.19,8.67,26.39
Green Valley Lake,2015,250,1.57,0.24,97.86,8.44,27.6
Green Valley Lake,2015,250,13.7,1.83,108.57,8.7,27.64
Green Valley Lake,2015,250,1.12,0.12,105.78,8.53,26.69
Green Valley Lake,2015,250,1.29,0.17,104.24,8.36,28.0
Green Valley Lake,2015,251,1.33,0.24,98.49,8.08,26.5
Green Valley Lake,2015,251,4.04,0.95,111.02,8.34,25.61
Green Valley Lake,2015,253,4.11,0.25,107.15,8.4,27.64
Green Valley Lake,2015,254,1.63,0.23,145.53,8.48,26.41
Green Valley Lake,2015,255,9.04,1.82,109.65,8.37,26.98
Green Valley Lake,2015,255,2.3,0.5,122.61,8.18,25.89
Green Valley Lake,2015,256,2.79,0.41,139.62,8.44,26.39
Green Valley Lake,2015,256,6.19,1.16,101.9,8.49,26.74
Green Valley Lake,2015,257,2.21,0.12,114.49,8.28,25.87
Green Valley Lake,2015,258,34.99,10.36,126.02,8.56,26.92
Green Valley Lake,2015,258,6.79,1.36,124.88,8.43,25.67
Green Valley Lake,2015,258,8.7,0.44,126.03,8.58,28.0
Green Valley Lake,2015,258,2.7,0.16,126.79,8.64,28.0
Green Valley Lake,2015,259,19.89,2.37,96.45,8.71,26.97
Green Valley Lake,2015,259,2.87,0.61,148.88,8.43,26.16
Green Valley Lake,2015,260,3.0,0.32,107.46,8.39,28.0
Green Valley Lake,2015,261,22.74,4.77,138.48,8.81,26.93
Green Valley Lake,2015,261,4.3,0.45,99.34,8.59,27.31
Green Valley Lake,2015,261,5.61,1.36,141.35,8.32,26.17
Green Valley Lake,2015,262,2.84,0.7,98.92,8.31,25.27
Green Valley Lake,2015,262,1.12,0.16,108.46,8.29,24.05
Green Valley Lake,2015,263,6.07,0.44,120.51,8.56,27.23
Green Valley Lake,2015,264,8.33,0.85,87.27,8.42,27.03
Green Valley Lake,2015,267,2.98,0.53,113.42,8.38,27.72
Green Valley Lake,2015,268,4.79,0.97,112.81,8.46,23.94
Green Valley Lake,2015,269,8.96,0.64,112.17,8.51,26.5
Green Valley Lake,2015,269,0.98,0.24,98.13,8.5,28.0
Green Valley Lake,2015,270,32.64,6.06,121.97,8.57,28.0
Green Valley Lake,2015,270,19.28,6.21,112.29,8.38,25.96
Green Valley Lake,2015,271,12.27,3.54,109.84,8.47,25.85
Green Valley Lake,2015,271,12.68,1.45,87.81,8.92,27.61
Green Valley Lake,2015,272,2.88,0.4,133.47,8.19,26.18
Green Valley Lake,2015,272,21.81,6.63,105.32,8.29,26.02
Green Valley Lake,2015,272,8.73,0.52,83.02,8.14,26.4
Green Valley Lake,2015,272,48.89,14.22,148.22,8.79,25.88
Green Valley Lake,2015,274,9.54,2.25,120.31,8.47,26.9
Green Valley Lake,2015,274,6.69,1.07,101.14,8.46,26.91
Green Valley Lake,2015,274,9.01,1.63,108.16,8.51,27.52
Green Valley Lake,2015,274,24.27,4.2,101.27,8.81,27.14
Green Valley Lake,2015,275,5.95,1.15,102.4,8.05,26.47
Green Valley Lake,2015,275,2.31,0.47,112.31,8.25,26.39
Green Valley Lake,2015,276,4.99,0.48,132.53,8.21,27.36
Green Valley Lake,2015,276,4.32,0.86,118.77,8.24,27.13
Green Valley Lake,2015,277,3.07,0.49,90.79,8.4,26.68
Green Valley Lake,2015,277,20.76,4.28,133.92,8.77,26.05
Green Valley Lake,2015,277,32.39,8.47,130.52,8.51,26.82
Green Valley Lake,2015,277,20.89,3.31,96.33,8.7,27.5
Green Valley Lake,2015,278,4.73,0.93,110.03,8.4,25.24
Green Valley Lake,2015,278,7.66,1.45,115.51,8.13,25.51
Green Valley Lake,2015,279,3.83,0.39,96.76,8.3,24.73
Green Valley Lake,2015,279,2.42,0.45,106.84,8.64,27.26
Green Valley Lake,2015,281,23.59,6.01,113.87,8.66,26.63
Green Valley Lake,2015,281,6.88,1.34,141.63,8.63,26.34
Green Valley Lake,2015,281,13.39,1.77,90.42,8.64,27.14
Green Valley Lake,2015,281,2.26,0.34,147.94,8.45,26.25
Green Valley Lake,2015,282,7.0,0.45,102.33,8.36,24.22
Green Valley Lake,2015,284,0.98,0.11,113.69,8.5,26.47
Green Valley Lake,2015,284,4.02,0.29,142.85,8.23,25.3
Green Valley Lake,2015,285,2.5,0.2,146.79,8.59,26.71
Green Valley Lake,2015,285,14.1,2.17,94.69,8.45,26.52
Green Valley Lake,2015,285,10.52,2.42,134.64,8.42,26.56
Green Valley Lake,2015,285,11.65,3.38,107.1,8.53,26.75
Green Valley Lake,2015,286,6.73,0.95,141.43,8.42,26.25
Green Valley Lake,2015,286,4.33,1.07,113.4,8.38,25.86
Green Valley Lake,2015,287,8.25,1.9,115.38,8.58,25.63
Green Valley Lake,2015,288,10.39,2.85,93.67,8.31,26.37
Green Valley Lake,2015,288,14.94,4.68,95.13,8.54,27.73
Green Valley Lake,2015,290,7.01,0.46,124.2,8.27,25.95
Green Valley Lake,2015,290,9.13,2.21,124.3,8.5,26.1
Green Valley Lake,2015,290,3.41,0.32,148.53,8.39,25.39
Green Valley Lake,2015,290,0.98,0.24,98.2,8.5,26.1
Green Valley Lake,2015,294,2.51,0.25,123.29,8.41,26.42
Green Valley Lake,2015,295,3.91,0.58,109.49,8.06,25.09
Green Valley Lake,2015,296,10.19,3.01,96.58,8.65,27.21
Green Valley Lake,2015,297,8.26,1.95,125.71,8.53,25.85
Green Valley Lake,2015,298,4.58,0.62,87.99,8.29,26.2
Green Valley Lake,2015,298,9.32,1.32,114.07,8.34,25.22
Green Valley Lake,2015,299,4.67,1.01,104.84,8.5,25.9
Green Valley Lake,2015,299,31.2,8.96,133.93,8.6,24.97
Green Valley Lake,2016,155,18.1,3.14,124.09,8.56,20.19
Green Valley Lake,2016,155,7.41,0.95,118.86,8.47,23.6
Green Valley Lake,2016,155,5.12,1.13,128.82,8.16,21.13
Green Valley Lake,2016,156,3.89,0.55,134.1,8.14,22.49
Green Valley Lake,2016,157,1.42,0.31,95.03,8.22,21.78
Green Valley Lake,2016,157,52.0,11.17,116.39,8.88,21.35
Green Valley Lake,2016,158,24.9,2.93,127.81,8.59,23.33
Green Valley Lake,2016,158,10.38,2.48,98.45,8.36,23.61
Green Valley Lake,2016,159,1.38,0.1,125.25,8.57,20.44
Green Valley Lake,2016,159,25.5,5.17,115.62,8.61,21.81
Green Valley Lake,2016,159,3.32,0.73,111.63,8.39,22.31
Green Valley Lake,2016,159,3.19,0.32,135.97,8.32,22.23
Green Valley Lake,2016,159,2.54,0.33,122.08,8.42,22.12
Green Valley Lake,2016,160,3.67,0.19,142.68,8.0,20.38
Green Valley Lake,2016,160,4.69,0.64,128.06,8.5,20.85
Green Valley Lake,2016,161,23.79,6.01,124.19,8.25,21.28
Green Valley Lake,2016,162,1.22,0.24,105.33,8.27,20.81
Green Valley Lake,2016,162,52.0,14.71,139.98,8.81,21.91
Green Valley Lake,2016,162,3.72,0.8,109.36,8.32,24.86
Green Valley Lake,2016,163,47.67,15.45,143.08,8.68,22.11
Green Valley Lake,2016,163,1.5,0.17,131.12,8.37,20.52
Green Valley Lake,2016,163,7.18,0.8,111.32,8.47,21.65
Green Valley Lake,2016,164,17.74,3.69,145.65,8.61,23.55
Green Valley Lake,2016,164,33.81,7.38,137.2,8.45,22.04
Green Valley Lake,2016,164,6.97,0.4,100.93,8.18,22.78
Green Valley Lake,2016,165,9.73,1.71,139.27,8.22,21.62
Green Valley Lake,2016,166,6.43,0.77,111.14,8.34,21.53
Green Valley Lake,2016,166,13.38,1.82,143.5,8.2,21.35
Green Valley Lake,2016,166,14.68,4.5,142.18,8.51,23.53
Green Valley Lake,2016,167,8.62,0.83,112.62,8.35,23.25
Green Valley Lake,2016,167,14.45,2.93,140.86,8.48,22.36
Green Valley Lake,2016,167,36.13,6.41,130.57,8.29,22.27
Green Valley Lake,2016,168,17.03,4.51,112.13,8.49,22.19
Green Valley Lake,2016,168,15.9,3.82,128.25,8.45,22.89
Green Valley Lake,2016,168,2.67,0.51,133.82,8.16,21.81
Green Valley Lake,2016,169,3.1,0.19,118.83,8.26,22.56
Green Valley Lake,2016,169,11.73,2.34,126.81,8.04,23.69
Green Valley Lake,2016,170,3.97,0.41,124.38,8.22,23.8
Green Valley Lake,2016,170,2.22,0.37,112.39,8.55,22.07
Green Valley Lake,2016,171,12.54,1.44,140.44,8.18,23.56
Green Valley Lake,2016,171,9.72,2.14,131.44,8.28,23.29
Green Valley Lake,2016,171,28.73,3.25,127.19,8.65,23.09
Green Valley Lake,2016,172,13.71,2.3,115.56,8.71,23.8
Green Valley Lake,2016,172,6.34,1.21,129.22,8.37,22.05
Green Valley Lake,2016,173,25.42,3.71,144.94,8.3,22.47
Green Valley Lake,2016,173,2.05,0.49,110.52,8.38,21.12
Green Valley Lake,2016,173,3.5,0.27,119.45,8.27,22.44
Green Valley Lake,2016,176,2.87,0.46,143.12,8.34,22.14
Green Valley Lake,2016,176,3.99,0.79,127.13,8.35,24.6
Green Valley Lake,2016,176,18.03,5.64,115.65,8.3,20.89
Green Valley Lake,2016,177,4.0,0.65,105.53,8.26,22.14
Green Valley Lake,2016,177,16.4,4.71,114.57,8.4,23.27
Green Valley Lake,2016,178,14.87,2.92,126.83,8.44,24.12
Green Valley Lake,2016,179,2.23,0.42,107.13,8.39,24.11
Green Valley Lake,2016,179,5.05,0.59,132.0,8.23,23.59
Green Valley Lake,2016,179,24.32,7.26,119.61,8.42,23.95
Green Valley Lake,2016,181,4.49,0.25,125.39,8.77,24.48
Green Valley Lake,2016,181,52.0,15.48,128.91,8.68,22.7
Green Valley Lake,2016,182,18.74,3.77,133.58,8.47,25.38
Green Valley Lake,2016,183,6.72,1.08,121.59,8.27,23.47
Green Valley Lake,2016,183,3.66,0.45,94.72,8.49,24.94
Green Valley Lake,2016,183,6.91,0.49,143.63,8.38,24.02
Green Valley Lake,2016,183,45.32,9.97,132.29,8.99,24.66
Green Valley Lake,2016,184,24.85,3.72,103.35,8.67,25.54
Green Valley Lake,2016,184,5.52,0.34,126.27,8.3,23.65
Green Valley Lake,2016,185,8.29,0.97,107.35,8.43,22.64
Green Valley Lake,2016,186,4.78,0.57,137.07,8.43,23.85
Green Valley Lake,2016,186,44.78,12.13,119.02,8.69,24.8
Green Valley Lake,2016,186,32.7,11.01,127.35,8.76,23.81
Green Valley Lake,2016,186,29.18,3.69,130.29,8.6,23.38
Green Valley Lake,2016,187,11.21,1.82,110.88,8.26,23.78
Green Valley Lake,2016,187,7.88,1.59,85.39,8.44,24.61
Green Valley Lake,2016,187,5.33,0.74,112.33,8.41,23.52
Green Valley Lake,2016,187,17.6,3.75,138.78,8.34,25.49
Green Valley Lake,2016,187,8.18,1.05,124.84,8.48,23.96
Green Valley Lake,2016,190,14.27,2.31,117.04,8.4,23.57
Green Valley Lake,2016,191,3.89,0.58,114.18,8.48,23.46
Green Valley Lake,2016,191,6.77,1.15,151.0,8.32,24.51
Green Valley Lake,2016,192,28.7,3.83,137.35,8.63,24.59
Green Valley Lake,2016,192,2.65,0.23,120.54,8.49,24.93
Green Valley Lake,2016,192,9.73,2.24,120.83,8.51,24.27
Green Valley Lake,2016,192,1.32,0.27,101.97,8.31,22.56
Green Valley Lake,2016,193,10.45,3.54,125.1,8.28,25.03
Green Valley Lake,2016,194,4.94,0.75,107.83,8.3,24.74
Green Valley Lake,2016,194,11.89,4.14,123.33,8.58,26.22
Green Valley Lake,2016,194,7.48,1.33,123.9,8.37,24.81
Green Valley Lake,2016,195,2.58,0.41,122.92,8.21,24.3
Green Valley Lake,2016,195,20.51,4.92,99.33,8.5,26.04
Green Valley Lake,2016,195,2.62,0.34,103.28,8.24,25.02
Green Valley Lake,2016,196,1.47,0.24,114.57,8.46,25.96
Green Valley Lake,2016,197,3.02,0.73,130.87,8.36,24.83
Green Valley Lake,2016,197,12.2,2.28,129.54,8.45,25.61
Green Valley Lake,2016,198,20.44,2.1,134.49,8.73,24.63
Green Valley Lake,2016,199,8.0,1.78,112.04,8.31,25.36
Green Valley Lake,2016,200,5.78,0.99,143.99,8.14,27.12
Green Valley Lake,2016,200,2.83,0.42,98.56,8.28,24.14
Green Valley Lake,2016,201,1.31,0.08,127.07,8.41,26.1
Green Valley Lake,2016,201,20.59,3.56,116.79,8.64,26.46
Green Valley Lake,2016,202,12.78,1.48,132.48,8.16,24.59
Green Valley Lake,2016,202,3.99,0.49,102.94,8.53,26.15
Green Valley Lake,2016,203,19.91,6.14,136.91,8.47,24.96
Green Valley Lake,2016,204,10.15,3.55,129.93,8.5,23.31
Green Valley Lake,2016,204,4.48,0.89,78.68,8.29,24.52
Green Valley Lake,2016,205,9.39,1.26,125.17,8.34,26.25
Green Valley Lake,2016,206,1.29,0.17,93.81,8.28,25.54
Green Valley Lake,2016,207,24.74,2.92,123.81,8.33,26.52
Green Valley Lake,2016,208,13.03,4.51,106.38,8.27,24.13
Green Valley Lake,2016,208,5.46,0.97,113.41,8.47,26.22
Green Valley Lake,2016,208,10.83,1.62,120.71,8.39,25.9
Green Valley Lake,2016,209,22.53,6.53,125.8,8.89,26.59
Green Valley Lake,2016,210,1.55,0.38,114.59,8.43,26.7
Green Valley Lake,2016,210,52.0,15.37,117.56,8.76,26.05
Green Valley Lake,2016,211,7.2,0.96,113.51,8.39,24.85
Green Valley Lake,2016,211,4.35,0.23,110.72,8.42,26.23
Green Valley Lake,2016,213,2.15,0.29,127.17,8.38,24.99
Green Valley Lake,2016,213,8.81,1.61,121.25,8.6,26.64
Green Valley Lake,2016,213,3.17,0.77,108.01,8.55,25.65
Green Valley Lake,2016,214,0.98,0.1,102.93,8.2,25.51
Green Valley Lake,2016,214,7.0,1.28,93.81,8.44,27.46
Green Valley Lake,2016,215,49.08,9.71,133.2,8.84,26.34
Green Valley Lake,2016,215,3.3,0.43,113.74,8.21,25.84
Green Valley Lake,2016,216,3.19,0.77,129.03,8.51,25.55
Green Valley Lake,2016,217,8.96,1.99,127.35,8.18,25.93
Green Valley Lake,2016,218,12.53,3.9,118.45,8.46,26.71
Green Valley Lake,2016,218,8.65,1.05,98.82,8.29,26.22
Green Valley Lake,2016,219,44.72,15.26,141.36,8.89,25.36
Green Valley Lake,2016,219,5.91,0.87,101.93,8.26,25.8
Green Valley Lake,2016,220,13.49,1.94,101.16,8.38,26.22
Green Valley Lake,2016,220,2.06,0.22,99.46,8.33,27.48
Green Valley Lake,2016,220,5.38,0.29,115.97,8.34,25.63
Green Valley Lake,2016,221,13.75,3.22,106.27,8.38,27.01
Green Valley Lake,2016,221,33.03,8.71,113.62,8.64,26.98
Green Valley Lake,2016,221,7.25,1.56,123.39,8.46,27.99
Green Valley Lake,2016,222,9.13,1.35,97.7,8.37,25.7
Green Valley Lake,2016,222,1.21,0.2,121.88,8.33,25.57
Green Valley Lake,2016,223,8.82,0.62,125.54,8.52,28.0
Green Valley Lake,2016,223,12.05,2.25,88.33,8.41,26.86
Green Valley Lake,2016,223,6.04,1.38,113.9,8.45,24.83
Green Valley Lake,2016,224,28.17,9.49,120.87,8.77,26.7
Green Valley Lake,2016,224,1.63,0.22,138.02,8.67,25.17
Green Valley Lake,2016,224,7.13,1.68,138.8,8.14,24.51
Green Valley Lake,2016,225,14.66,4.99,111.89,8.37,27.71
Green Valley Lake,2016,225,0.98,0.22,107.6,8.44,25.53
Green Valley Lake,2016,226,7.28,0.38,94.24,8.51,27.0
Green Valley Lake,2016,226,1.61,0.26,107.48,8.77,26.6
Green Valley Lake,2016,226,2.52,0.58,122.78,8.35,26.23
Green Valley Lake,2016,226,41.56,10.89,105.39,8.84,25.76
Green Valley Lake,2016,227,7.55,1.57,76.51,8.26,26.13
Green Valley Lake,2016,228,1.7,0.35,116.52,8.6,27.85
Green Valley Lake,2016,228,14.31,3.71,116.88,8.75,25.52
Green Valley Lake,2016,229,15.04,4.69,109.22,8.58,27.16
Green Valley Lake,2016,229,19.08,5.25,116.2,8.57,27.17
Green Valley Lake,2016,229,22.2,5.91,99.85,8.67,27.05
Green Valley Lake,2016,230,5.77,1.22,111.97,8.46,25.53
Green Valley Lake,2016,230,1.21,0.17,92.63,8.35,26.51
Green Valley Lake,2016,231,4.49,0.48,97.24,8.51,25.9
Green Valley Lake,2016,231,5.19,1.05,108.51,8.53,26.79
Green Valley Lake,2016,231,17.25,2.57,120.52,8.63,27.71
Green Valley Lake,2016,231,4.12,0.52,134.47,8.3,25.49
Green Valley Lake,2016,231,10.25,3.09,100.34,8.32,26.16
Green Valley Lake,2016,231,8.57,0.47,87.06,8.47,26.0
Green Valley Lake,2016,231,7.31,1.15,130.42,8.28,26.15
Green Valley Lake,2016,231,4.14,0.85,101.49,8.57,26.37
Green Valley Lake,2016,232,4.52,0.62,110.14,8.35,25.81
Green Valley Lake,2016,232,6.42,0.47,108.67,8.47,26.61
Green Valley Lake,2016,234,8.74,1.06,109.5,7.92,28.0
Green Valley Lake,2016,234,4.04,0.6,101.26,8.28,27.25
Green Valley Lake,2016,234,10.26,1.75,86.5,8.51,28.0
Green Valley Lake,2016,234,2.91,0.5,120.03,8.19,27.23
Green Valley Lake,2016,234,5.69,0.64,105.34,8.19,26.95
Green Valley Lake,2016,234,18.84,6.44,125.05,8.4,25.32
Green Valley Lake,2016,235,1.97,0.31,128.28,8.4,24.99
Green Valley Lake,2016,236,4.45,0.23,125.08,8.52,27.01
Green Valley Lake,2016,236,2.65,0.56,127.69,8.28,25.72
Green Valley Lake,2016,236,1.24,0.06,85.51,8.41,27.36
Green Valley Lake,2016,236,3.61,0.54,107.84,8.43,26.87
Green Valley Lake,2016,236,1.89,0.13,100.82,8.18,28.0
Green Valley Lake,2016,237,12.78,3.91,119.63,8.61,27.31
Green Valley Lake,2016,237,1.83,0.34,120.81,8.6,26.63
Green Valley Lake,2016,238,6.15,1.44,112.92,8.25,26.6
Green Valley Lake,2016,238,4.82,1.14,117.94,8.11,27.28
Green Valley Lake,2016,240,1.89,0.16,105.33,8.18,24.97
Green Valley Lake,2016,240,16.51,4.12,115.44,8.41,26.44
Green Valley Lake,2016,240,14.79,2.68,99.16,8.44,26.95
Green Valley Lake,2016,240,6.66,1.04,121.03,8.49,26.88
Green Valley Lake,2016,240,5.39,0.3,115.01,8.36,25.57
Green Valley Lake,2016,241,10.28,2.92,126.02,8.54,26.99
Green Valley Lake,2016,241,7.53,0.39,112.19,8.63,28.0
Green Valley Lake,2016,241,5.52,0.74,115.2,8.33,26.12
Green Valley Lake,2016,242,5.08,1.06,103.35,8.44,26.49
Green Valley Lake,2016,243,3.72,0.9,95.19,8.38,28.0
Green Valley Lake,2016,243,16.49,2.54,122.13,8.25,26.34
Green Valley Lake,2016,243,5.17,1.05,115.83,8.47,25.79
Green Valley Lake,2016,243,4.83,0.45,98.85,8.59,27.01
Green Valley Lake,2016,244,2.36,0.43,127.19,8.43,27.47
Green Valley Lake,2016,244,2.03,0.32,131.73,8.54,26.65
Green Valley Lake,2016,244,3.78,0.32,131.36,8.54,25.48
Green Valley Lake,2016,245,32.17,5.33,135.1,8.75,25.97
Green Valley Lake,2016,245,3.07,0.38,113.17,8.55,28.0
Green Valley Lake,2016,245,52.0,11.16,148.23,9.04,27.1
Green Valley Lake,2016,246,19.4,2.41,83.48,8.72,28.0
Green Valley Lake,2016,247,2.49,0.55,142.94,8.62,27.82
Green Valley Lake,2016,248,5.32,0.39,102.95,8.71,25.85
Green Valley Lake,2016,248,28.09,7.01,101.66,8.78,27.57
Green Valley Lake,2016,249,9.02,1.41,111.56,8.66,26.73
Green Valley Lake,2016,249,5.38,0.31,98.24,8.26,26.09
Green Valley Lake,2016,249,7.75,1.19,82.52,8.64,26.62
Green Valley Lake,2016,249,30.48,10.55,103.1,8.63,27.94
Green Valley Lake,2016,249,1.43,0.26,83.26,8.82,25.18
Green Valley Lake,2016,251,7.22,1.7,104.24,8.34,27.17
Green Valley Lake,2016,251,1.88,0.45,124.53,8.23,26.06
Green Valley Lake,2016,252,8.29,1.76,122.26,8.59,27.63
Green Valley Lake,2016,253,4.85,0.51,116.76,8.4,27.42
Green Valley Lake,2016,254,14.35,3.28,102.81,8.54,26.56
Green Valley Lake,2016,254,16.26,3.75,125.95,8.68,27.51
Green Valley Lake,2016,255,16.16,3.4,133.86,8.64,27.65
Green Valley Lake,2016,257,11.09,1.22,109.4,8.42,27.32
Green Valley Lake,2016,258,3.13,0.7,91.85,8.39,27.19
Green Valley Lake,2016,261,8.27,1.28,91.68,8.39,28.0
Green Valley Lake,2016,263,0.98,0.1,116.68,8.52,26.61
Green Valley Lake,2016,263,52.0,10.43,161.0,8.95,27.92
Green Valley Lake,2016,264,1.73,0.23,116.8,8.43,26.28
Green Valley Lake,2016,264,15.93,5.33,87.41,8.57,28.0
Green Valley Lake,2016,265,23.86,3.89,121.86,8.8,27.97
Green Valley Lake,2016,266,6.53,0.8,117.95,8.46,28.0
Green Valley Lake,2016,266,8.04,0.68,138.95,8.27,26.43
Green Valley Lake,2016,266,7.49,1.62,119.69,8.34,26.11
Green Valley Lake,2016,266,11.86,3.08,90.48,8.66,27.96
Green Valley Lake,2016,269,2.6,0.25,111.16,8.24,26.11
Green Valley Lake,2016,270,12.29,1.9,112.64,8.21,26.55
Green Valley Lake,2016,270,12.01,1.6,92.02,8.37,24.64
Green Valley Lake,2016,270,38.4,9.08,125.3,8.83,28.0
